jittered_title,seed_title,onet_code,onet_name
News Photographer/Videographer - Freelance Opportunity,Television News Photographer,27-4031.00,"Camera Operators, Television, Video, and Film"
Television News Photographer (MMJ) - Multi-Media Journalist,Television News Photographer,27-4031.00,"Camera Operators, Television, Video, and Film"
Aerial Television News Photographer - Drone Operator,Television News Photographer,27-4031.00,"Camera Operators, Television, Video, and Film"
Senior Television News Photographer - Special Projects and Investigations,Television News Photographer,27-4031.00,"Camera Operators, Television, Video, and Film"
General Forecaster - Weather Services (Government Agency),General Forecaster,19-2021.00,Atmospheric and Space Scientists
Senior General Forecaster - Tropical Cyclone Specialist,General Forecaster,19-2021.00,Atmospheric and Space Scientists
General Forecaster (Part-Time) - Weekend Shifts,General Forecaster,19-2021.00,Atmospheric and Space Scientists
Warning Coordination Meteorologist/General Forecaster,General Forecaster,19-2021.00,Atmospheric and Space Scientists
General Forecaster Opportunity - National Weather Service (NWS),General Forecaster,19-2021.00,Atmospheric and Space Scientists
Surgical Pathologist - Breast and GYN Subspecialty,Surgical Pathologist,29-1222.00,"Physicians, Pathologists"
"Staff Surgical Pathologist - Full-Time, Competitive Salary",Surgical Pathologist,29-1222.00,"Physicians, Pathologists"
Surgical Pathologist - Locum Tenens Opportunity (Travel),Surgical Pathologist,29-1222.00,"Physicians, Pathologists"
Anatomic and Clinical Pathologist (Surgical Pathology),Surgical Pathologist,29-1222.00,"Physicians, Pathologists"
Surgical Pathologist Position - Academic Medical Center (Teaching Hospital),Surgical Pathologist,29-1222.00,"Physicians, Pathologists"
Safety and Health Consultant - Construction Industry Expert,Safety and Health Consultant,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
Senior EHS Consultant (Safety and Health) - Global Firm,Safety and Health Consultant,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
Part-Time Safety and Health Consultant - Environmental Focus,Safety and Health Consultant,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
Experienced Safety and Health Consultant - OSHA Compliance,Safety and Health Consultant,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
Safety and Health Consultant - Oil and Gas Specialist (Remote),Safety and Health Consultant,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
Certified Nuclear Medicine Technologist (CNMT) - Per Diem,Certified Nuclear Medicine Technologist (CNMT),29-2033.00,Nuclear Medicine Technologists
"Nuclear Medicine Technologist (CNMT) - Full-Time, Days",Certified Nuclear Medicine Technologist (CNMT),29-2033.00,Nuclear Medicine Technologists
Lead CNMT - Nuclear Medicine Department (Supervisory Role),Certified Nuclear Medicine Technologist (CNMT),29-2033.00,Nuclear Medicine Technologists
CNMT - Nuclear Cardiology Specialist (Certified),Certified Nuclear Medicine Technologist (CNMT),29-2033.00,Nuclear Medicine Technologists
Travel CNMT - Nuclear Medicine Technologist (13-Week Assignments),Certified Nuclear Medicine Technologist (CNMT),29-2033.00,Nuclear Medicine Technologists
Mental Health Program Manager - Community Outreach,Mental Health Program Manager,11-9111.00,Medical and Health Services Managers
"Senior Program Manager, Mental Health Services - Non-Profit",Mental Health Program Manager,11-9111.00,Medical and Health Services Managers
Mental Health Program Manager - Inpatient Services (Hospital),Mental Health Program Manager,11-9111.00,Medical and Health Services Managers
Clinical Program Manager - Mental Health and Substance Abuse,Mental Health Program Manager,11-9111.00,Medical and Health Services Managers
Mental Health Program Manager - Veterans Services (Government Contract),Mental Health Program Manager,11-9111.00,Medical and Health Services Managers
"Wildlife Conservation Officer - Seasonal, White Mountain National Forest",Wildlife Conservation Officer,33-3031.00,Fish and Game Wardens
"Conservation Law Enforcement Officer (Wildlife) - Full-Time, State of Alaska",Wildlife Conservation Officer,33-3031.00,Fish and Game Wardens
"Wildlife Officer - Enforcement and Education, Department of Natural Resources",Wildlife Conservation Officer,33-3031.00,Fish and Game Wardens
"Seasonal Wildlife Conservation Officer - $18-$20/hour, Nevada Department of Wildlife",Wildlife Conservation Officer,33-3031.00,Fish and Game Wardens
"Lead Wildlife Conservation Officer - Supervisory Role, US Fish and Wildlife Service",Wildlife Conservation Officer,33-3031.00,Fish and Game Wardens
"Library Technical Assistant - Part-Time, $15/hour, Downtown Branch",Library Technician,25-4031.00,Library Technicians
"Technical Services Library Technician, University Library System",Library Technician,25-4031.00,Library Technicians
"Library Technician II - Cataloging and Processing, Public Library",Library Technician,25-4031.00,Library Technicians
"Senior Library Technician - Systems and Technology, County Library",Library Technician,25-4031.00,Library Technicians
"Library Technician - Archives and Special Collections, Historical Society",Library Technician,25-4031.00,Library Technicians
"Childcare Center Director - Non-Profit Organization, Competitive Salary",Childcare Director,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare"
"Director of Childcare Services - Large Center, Experienced Candidates Only",Childcare Director,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare"
Childcare Program Director - Before and After School Programs,Childcare Director,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare"
"Center Director - Childcare and Education, Corporate Sponsored",Childcare Director,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare"
"Executive Director, Childcare and Family Services - Community Outreach",Childcare Director,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare"
Freelance Music Composer for Film and Television - Remote Work,Music Composer,27-2041.00,Music Directors and Composers
"Music Composer and Producer - Video Game Industry, Full-Time",Music Composer,27-2041.00,Music Directors and Composers
Staff Music Composer - Advertising and Commercial Music,Music Composer,27-2041.00,Music Directors and Composers
Composer and Musician - Live Events and Performances,Music Composer,27-2041.00,Music Directors and Composers
"Senior Music Composer - Theme Park and Attraction Music, Orlando",Music Composer,27-2041.00,Music Directors and Composers
"Scrap Crane Operator - Heavy Industry Experience Required, $25-$30/hour",Scrap Crane Operator,53-7021.00,Crane and Tower Operators
"Crane Operator - Scrap Metal Yard, Full-Time, Benefits Included",Scrap Crane Operator,53-7021.00,Crane and Tower Operators
"Mobile Crane Operator - Scrap and Demolition, Travel Required",Scrap Crane Operator,53-7021.00,Crane and Tower Operators
"Scrap Yard Equipment Operator - Crane, Forklift, and Excavator",Scrap Crane Operator,53-7021.00,Crane and Tower Operators
"Experienced Scrap Crane Operator - Night Shift, $5,000 Sign-On Bonus",Scrap Crane Operator,53-7021.00,Crane and Tower Operators
Lead Clinical Audiologist - Pediatric Focus,Clinical Audiologist,29-1181.00,Audiologists
Clinical Audiologist - Full-Time Opportunity in Busy ENT Practice,Clinical Audiologist,29-1181.00,Audiologists
Audiologist (Clinical) - Join Our Team of Hearing Specialists,Clinical Audiologist,29-1181.00,Audiologists
Clinical Audiologist Position - Competitive Salary and Benefits,Clinical Audiologist,29-1181.00,Audiologists
Senior Clinical Audiologist - Cochlear Implant Program,Clinical Audiologist,29-1181.00,Audiologists
Scrum Master - Agile Methodologies (Remote Option),Scrum Master,15-1299.09,Information Technology Project Managers
Certified Scrum Master (CSM) - Financial Services Industry,Scrum Master,15-1299.09,Information Technology Project Managers
Scrum Master Needed - Collaborative Team Environment,Scrum Master,15-1299.09,Information Technology Project Managers
Senior Scrum Master - Multiple Teams (Experience Required),Scrum Master,15-1299.09,Information Technology Project Managers
Scrum Master Opportunity - Grow with Our Tech Company,Scrum Master,15-1299.09,Information Technology Project Managers
Dental Assistant (DA) - Orthodontic Experience Preferred,Dental Assistant (DA),31-9091.00,Dental Assistants
Certified Dental Assistant (CDA) - Full-Time Position Available,Dental Assistant (DA),31-9091.00,Dental Assistants
Dental Assistant (DA) - General Dentistry Practice,Dental Assistant (DA),31-9091.00,Dental Assistants
Dental Assistant - Oral Surgery Experience a Plus (Competitive Pay),Dental Assistant (DA),31-9091.00,Dental Assistants
Registered Dental Assistant (RDA) - Pediatric Dentistry,Dental Assistant (DA),31-9091.00,Dental Assistants
Surveillance Monitor - Overnight Shift (Security Clearance Required),Surveillance Monitor,33-9031.00,Gambling Surveillance Officers and Gambling Investigators
Full-Time Surveillance Monitor - Casino Industry,Surveillance Monitor,33-9031.00,Gambling Surveillance Officers and Gambling Investigators
Surveillance Monitor Opportunity - Join Our Security Team,Surveillance Monitor,33-9031.00,Gambling Surveillance Officers and Gambling Investigators
Experienced Surveillance Monitor - Financial Institution,Surveillance Monitor,33-9031.00,Gambling Surveillance Officers and Gambling Investigators
Surveillance Monitor (Part-Time) - Weekend Shifts Available,Surveillance Monitor,33-9031.00,Gambling Surveillance Officers and Gambling Investigators
Clinical Psychologist - Adult Outpatient Services,Clinical Psychologist,19-3033.00,Clinical and Counseling Psychologists
Licensed Clinical Psychologist - Private Practice Opportunity,Clinical Psychologist,19-3033.00,Clinical and Counseling Psychologists
Clinical Psychologist Position - Inpatient Mental Health Unit,Clinical Psychologist,19-3033.00,Clinical and Counseling Psychologists
Clinical Psychologist - Child and Adolescent Focus (Full-Time),Clinical Psychologist,19-3033.00,Clinical and Counseling Psychologists
Senior Clinical Psychologist - Forensic Psychology Experience,Clinical Psychologist,19-3033.00,Clinical and Counseling Psychologists
Water Treatment Plant Operator - Grade 3 (Wastewater) - $28.50/hr,Water Plant Operator,51-8031.00,Water and Wastewater Treatment Plant and System Operators
Lead Water Plant Operator - Distribution System,Water Plant Operator,51-8031.00,Water and Wastewater Treatment Plant and System Operators
Water Plant Operator Trainee - Entry-Level Opportunity,Water Plant Operator,51-8031.00,Water and Wastewater Treatment Plant and System Operators
Senior Water Plant Operator - Wastewater Reclamation,Water Plant Operator,51-8031.00,Water and Wastewater Treatment Plant and System Operators
Night Shift Water Plant Operator - Competitive Pay & Benefits,Water Plant Operator,51-8031.00,Water and Wastewater Treatment Plant and System Operators
No Bake Molder - Foundry Experience Required,No Bake Molder,51-4071.00,Foundry Mold and Coremakers
Experienced No Bake Mold Operator - 2nd Shift,No Bake Molder,51-4071.00,Foundry Mold and Coremakers
No Bake Molder Position - Competitive Pay & Great Benefits,No Bake Molder,51-4071.00,Foundry Mold and Coremakers
Senior No Bake Molder - Leadership Opportunities Available,No Bake Molder,51-4071.00,Foundry Mold and Coremakers
"No Bake Molder (Sand Mold) - Entry-Level, Training Provided",No Bake Molder,51-4071.00,Foundry Mold and Coremakers
Screed Operator - Concrete Finishing - $25-$30/hr,Screed Operator,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
Heavy Equipment Operator - Screed & Paver Experience,Screed Operator,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
Screed Operator/Laborer - Road Construction Project,Screed Operator,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
Finisher/Screed Operator - Concrete Crew,Screed Operator,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
"Concrete Screed Operator - Full-Time, Year-Round Work",Screed Operator,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
Staff Pharmacist - Retail Pharmacy - Full-Time,Retail Pharmacist,29-1051.00,Pharmacists
Retail Pharmacist - floater position (Multiple Locations),Retail Pharmacist,29-1051.00,Pharmacists
Pharmacist in Charge (PIC) - Retail Pharmacy,Retail Pharmacist,29-1051.00,Pharmacists
"Retail Pharmacist - Part-Time, Flexible Scheduling",Retail Pharmacist,29-1051.00,Pharmacists
"Clinical Pharmacist - Retail Setting, Patient Care Focus",Retail Pharmacist,29-1051.00,Pharmacists
Drilling Rig Operator - Oil & Gas Industry - $80k-$100k/yr,Drilling Rig Operator,47-5012.00,"Rotary Drill Operators, Oil and Gas"
Rig Operator - Drilling & Workover Operations,Drilling Rig Operator,47-5012.00,"Rotary Drill Operators, Oil and Gas"
Senior Drilling Rig Operator - Offshore Experience Required,Drilling Rig Operator,47-5012.00,"Rotary Drill Operators, Oil and Gas"
"Drilling Rig Operator Trainee - Entry-Level, Paid Training",Drilling Rig Operator,47-5012.00,"Rotary Drill Operators, Oil and Gas"
"Night Drilling Rig Operator - Competitive Pay, Overtime Available",Drilling Rig Operator,47-5012.00,"Rotary Drill Operators, Oil and Gas"
Soft Tissue Specialist - Myofascial Release Therapist,Soft Tissue Specialist,31-9011.00,Massage Therapists
"Travel Soft Tissue Specialist - $2,500/week",Soft Tissue Specialist,31-9011.00,Massage Therapists
Soft Tissue Specialist (LMT) - Sports Medicine Clinic,Soft Tissue Specialist,31-9011.00,Massage Therapists
Part-Time Soft Tissue Specialist for Chiropractic Office,Soft Tissue Specialist,31-9011.00,Massage Therapists
Certified Soft Tissue Specialist - Chronic Pain Management,Soft Tissue Specialist,31-9011.00,Massage Therapists
"Dental Hygienist RDH - Full Time, Competitive Salary & Benefits",Dental Hygienist,29-1292.00,Dental Hygienists
Registered Dental Hygienist (RDH) - Pediatric Dentistry,Dental Hygienist,29-1292.00,Dental Hygienists
Dental Hygienist Opportunity - Sign-On Bonus & Relocation Assistance,Dental Hygienist,29-1292.00,Dental Hygienists
Part-Time Dental Hygienist - Flexible Scheduling,Dental Hygienist,29-1292.00,Dental Hygienists
Experienced Dental Hygienist - Oral Surgery Practice,Dental Hygienist,29-1292.00,Dental Hygienists
Assistant/Associate Professor of Psychology - Tenure Track,Psychology Professor,25-1066.00,"Psychology Teachers, Postsecondary"
"Psychology Professor - Department Chair, Clinical Psychology",Psychology Professor,25-1066.00,"Psychology Teachers, Postsecondary"
Visiting Professor of Psychology - Research Focus,Psychology Professor,25-1066.00,"Psychology Teachers, Postsecondary"
Adjunct Psychology Professor - Online Courses,Psychology Professor,25-1066.00,"Psychology Teachers, Postsecondary"
Professor of Psychology - Cognitive Neuroscience Lab Director,Psychology Professor,25-1066.00,"Psychology Teachers, Postsecondary"
Center Store (Aisle) Cashier - Retail Sales Associate,Center Aisle Cashier,41-2011.00,Cashiers
Overnight Center Aisle Cashier - Stocking & Customer Service,Center Aisle Cashier,41-2011.00,Cashiers
Part-Time Center Aisle Cashier - Grocery Store,Center Aisle Cashier,41-2011.00,Cashiers
Center Aisle Cashier (Customer Service) - Full-Time,Center Aisle Cashier,41-2011.00,Cashiers
Retail Center Aisle Cashier - Seasonal Opportunity (Holiday Hiring),Center Aisle Cashier,41-2011.00,Cashiers
Custom Bike Builder & Mechanic - High-End Road Bikes,Custom Bike Builder,49-3052.00,Motorcycle Mechanics
Master Custom Bike Builder - Mountain & BMX Specialist,Custom Bike Builder,49-3052.00,Motorcycle Mechanics
Custom Bike Builder Apprentice - Learn from the Best,Custom Bike Builder,49-3052.00,Motorcycle Mechanics
Senior Custom Bike Builder - Carbon Fiber Expertise,Custom Bike Builder,49-3052.00,Motorcycle Mechanics
Custom Bike Builder/Wheel Builder - Performance Cycling Shop,Custom Bike Builder,49-3052.00,Motorcycle Mechanics
CNC Production Machinist - 2nd Shift (Swing) - Competitive Pay & Benefits,Production Machinist,51-4041.00,Machinists
Machinist - Production (Milling & Turning) - Immediate Hire,Production Machinist,51-4041.00,Machinists
Senior Production Machinist - Lead Hand Experience Required,Production Machinist,51-4041.00,Machinists
Production Machinist (Manual & CNC) - Day Shift - $25-$35/hr,Production Machinist,51-4041.00,Machinists
Entry-Level Production Machinist - Training Provided - Apply Now!,Production Machinist,51-4041.00,Machinists
Industrial Maintenance Millwright - Reliability Team - $35-$45/hr,Maintenance Millwright,49-9044.00,Millwrights
Millwright - Maintenance (Industrial Equipment) - Full-Time,Maintenance Millwright,49-9044.00,Millwrights
Senior Millwright - Leadership Role - Competitive Salary & Benefits,Maintenance Millwright,49-9044.00,Millwrights
"Maintenance Millwright - Night Shift - $5,000 Sign-On Bonus",Maintenance Millwright,49-9044.00,Millwrights
Millwright (Industrial Maintenance) - Travel Opportunities - Competitive Pay,Maintenance Millwright,49-9044.00,Millwrights
Computer Technician - Help Desk Support - Tier 2,Computer Tech (Computer Technician),15-1232.00,Computer User Support Specialists
Senior Computer Tech - Network Administration - Cybersecurity Focus,Computer Tech (Computer Technician),15-1232.00,Computer User Support Specialists
Field Computer Technician - Laptop & Desktop Repair - Company Vehicle,Computer Tech (Computer Technician),15-1232.00,Computer User Support Specialists
Computer Technician (Hardware/Software) - Entry-Level - Training Provided,Computer Tech (Computer Technician),15-1232.00,Computer User Support Specialists
IT Computer Technician - Desktop Support - Microsoft & Apple Systems,Computer Tech (Computer Technician),15-1232.00,Computer User Support Specialists
Group Fitness Instructor - Yoga & Pilates - Part-Time,Group Exercise Instructor,39-9031.00,Exercise Trainers and Group Fitness Instructors
Group Exercise Instructor - Cycle & HIIT - Competitive Hourly Rate,Group Exercise Instructor,39-9031.00,Exercise Trainers and Group Fitness Instructors
Fitness Instructor (Group Exercise) - Zumba & Dance - Energetic Team,Group Exercise Instructor,39-9031.00,Exercise Trainers and Group Fitness Instructors
Group Exercise Instructor - Strength Training & Conditioning - Certification Required,Group Exercise Instructor,39-9031.00,Exercise Trainers and Group Fitness Instructors
Wellness Center Group Exercise Instructor - Variety of Classes - Full-Time,Group Exercise Instructor,39-9031.00,Exercise Trainers and Group Fitness Instructors
Organizational Development Consultant - Change Management - Senior Role,Organizational Development Consultant,13-1111.00,Management Analysts
OD Consultant - Talent Development & Training - Global Firm,Organizational Development Consultant,13-1111.00,Management Analysts
Senior Organizational Development Consultant - Strategic Planning - Competitive Salary,Organizational Development Consultant,13-1111.00,Management Analysts
Organizational Development Consultant - Culture Transformation - Non-Profit Sector,Organizational Development Consultant,13-1111.00,Management Analysts
Organizational Development Consultant - Leadership Coaching - Executive Level,Organizational Development Consultant,13-1111.00,Management Analysts
Carpenter Helper - Residential Construction - $18-$22/hr,Carpenter Helper,47-3012.00,Helpers--Carpenters
Entry-Level Carpenter Helper Wanted - Training Provided,Carpenter Helper,47-3012.00,Helpers--Carpenters
Carpenter Helper (Part-Time) - Weekend Work Available,Carpenter Helper,47-3012.00,Helpers--Carpenters
Construction Carpenter Helper - Commercial Projects,Carpenter Helper,47-3012.00,Helpers--Carpenters
Laborer/Carpenter Helper - Immediate Hire for Busy Season,Carpenter Helper,47-3012.00,Helpers--Carpenters
Roving Teller (Float Teller) - Multiple Locations,Roving Teller,43-3071.00,Tellers
Part-Time Roving Teller - Bilingual Preferred (Spanish/English),Roving Teller,43-3071.00,Tellers
Float Teller/Roving Teller - Travel to Various Branches,Roving Teller,43-3071.00,Tellers
Roving Teller Opportunity - Join Our Dynamic Banking Team,Roving Teller,43-3071.00,Tellers
Relief Teller (Roving) - Competitive Pay and Benefits Package,Roving Teller,43-3071.00,Tellers
"Chief Diversity, Equity & Inclusion Officer (CDO) - Higher Education",Chief Diversity Officer (CDO),11-1011.00,Chief Executives
"Senior Vice President, Chief Diversity Officer (CDO) - Corporate",Chief Diversity Officer (CDO),11-1011.00,Chief Executives
Chief Diversity Officer (CDO) - Non-Profit Organization,Chief Diversity Officer (CDO),11-1011.00,Chief Executives
Vice President & Chief Diversity Officer (CDO) - Financial Services,Chief Diversity Officer (CDO),11-1011.00,Chief Executives
"Chief Diversity, Equity, and Inclusion Officer (CDO) - Healthcare System",Chief Diversity Officer (CDO),11-1011.00,Chief Executives
Apartment Manager - Luxury High-Rise Community,Apartment Manager,11-9141.00,"Property, Real Estate, and Community Association Managers"
Assistant Apartment Manager - Leasing and Customer Service,Apartment Manager,11-9141.00,"Property, Real Estate, and Community Association Managers"
Property Manager/Apartment Manager - Small Complex,Apartment Manager,11-9141.00,"Property, Real Estate, and Community Association Managers"
On-Site Apartment Manager - Rent-Free Housing Option,Apartment Manager,11-9141.00,"Property, Real Estate, and Community Association Managers"
Regional Apartment Manager - Multi-Site Portfolio,Apartment Manager,11-9141.00,"Property, Real Estate, and Community Association Managers"
Revenue Tax Specialist - Sales and Use Tax,Revenue Tax Specialist,13-2011.00,Accountants and Auditors
Senior Tax Specialist - Revenue Recovery and Compliance,Revenue Tax Specialist,13-2011.00,Accountants and Auditors
Tax Revenue Specialist - Government Agency,Revenue Tax Specialist,13-2011.00,Accountants and Auditors
Revenue Tax Analyst - Financial Planning and Analysis,Revenue Tax Specialist,13-2011.00,Accountants and Auditors
Revenue and Tax Specialist - Audit and Compliance (CPA Preferred),Revenue Tax Specialist,13-2011.00,Accountants and Auditors
Hydroelectric Plant Technician - Relocation to Oregon,Hydro Plant Technician,51-8013.04,Hydroelectric Plant Technicians
Senior Hydro Plant Technician - Mechanical Focus,Hydro Plant Technician,51-8013.04,Hydroelectric Plant Technicians
"Hydro Plant Technician I, II, or III (Multiple Openings)",Hydro Plant Technician,51-8013.04,Hydroelectric Plant Technicians
Entry-Level Hydroelectric Power Plant Technician - Training Provided,Hydro Plant Technician,51-8013.04,Hydroelectric Plant Technicians
Lead Hydro Plant Technician - Generation and Transmission,Hydro Plant Technician,51-8013.04,Hydroelectric Plant Technicians
Adjunct Chemistry Instructor - Spring Semester (Part-Time),Chemistry Instructor,25-1052.00,"Chemistry Teachers, Postsecondary"
High School Chemistry Instructor - Tenure Track Position,Chemistry Instructor,25-1052.00,"Chemistry Teachers, Postsecondary"
Chemistry Instructor (Tenure-Track) - University Setting,Chemistry Instructor,25-1052.00,"Chemistry Teachers, Postsecondary"
"Online Chemistry Instructor - Flexible, Remote Opportunity",Chemistry Instructor,25-1052.00,"Chemistry Teachers, Postsecondary"
Visiting Assistant Professor of Chemistry - 1-Year Appointment,Chemistry Instructor,25-1052.00,"Chemistry Teachers, Postsecondary"
"Admissions Clerk - Part-Time, 20 Hours/Week",Admissions Clerk,43-4111.00,"Interviewers, Except Eligibility and Loan"
University Admissions Clerk - Front Desk and Data Entry,Admissions Clerk,43-4111.00,"Interviewers, Except Eligibility and Loan"
Admissions Clerk (Temporary) - Summer Enrollment Period,Admissions Clerk,43-4111.00,"Interviewers, Except Eligibility and Loan"
Admissions and Records Clerk - Community College Setting,Admissions Clerk,43-4111.00,"Interviewers, Except Eligibility and Loan"
Senior Admissions Clerk - Team Lead and Operations Support,Admissions Clerk,43-4111.00,"Interviewers, Except Eligibility and Loan"
Health Information Manager (HIM) - Coding and Compliance,Health Information Manager (HIM Manager),11-9111.00,Medical and Health Services Managers
HIM Manager - Ambulatory Care and Physician Practices,Health Information Manager (HIM Manager),11-9111.00,Medical and Health Services Managers
Director of Health Information Management - Hospital Setting,Health Information Manager (HIM Manager),11-9111.00,Medical and Health Services Managers
Health Information Manager - Data Analytics and Quality,Health Information Manager (HIM Manager),11-9111.00,Medical and Health Services Managers
Regional Health Information Manager - Multi-Facility Oversight,Health Information Manager (HIM Manager),11-9111.00,Medical and Health Services Managers
Activities Coordinator - Senior Living Community (Full-Time),Activities Coordinator,29-1125.00,Recreational Therapists
Youth Activities Coordinator - Summer Camp and After-School Programs,Activities Coordinator,29-1125.00,Recreational Therapists
Recreational Activities Coordinator - Resort and Hospitality,Activities Coordinator,29-1125.00,Recreational Therapists
Volunteer Activities Coordinator - Non-Profit Organization,Activities Coordinator,29-1125.00,Recreational Therapists
Wellness Activities Coordinator - Corporate Fitness and Events,Activities Coordinator,29-1125.00,Recreational Therapists
Equine and Bovine Large Animal Veterinarian - Rural Practice,Large Animal Veterinarian (Large Animal Vet),29-1131.00,Veterinarians
Large Animal Vet - Mixed Animal Practice (Competitive Salary + Benefits),Large Animal Veterinarian (Large Animal Vet),29-1131.00,Veterinarians
"Veterinarian, Large Animal (Food Animal Focus) - University Setting",Large Animal Veterinarian (Large Animal Vet),29-1131.00,Veterinarians
"Associate Veterinarian - Large Animal (Dairy and Beef) - $120,000 - $150,000",Large Animal Veterinarian (Large Animal Vet),29-1131.00,Veterinarians
Experienced Large Animal Veterinarian Needed - Ambulatory Service (Emergency Calls),Large Animal Veterinarian (Large Animal Vet),29-1131.00,Veterinarians
Public Works Technician I - Water Distribution (Grade 1 Certification Required),Public Works Technician,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
Maintenance Technician - Public Works (Streets and Sanitation) - City of Irvine,Public Works Technician,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
Public Works Technician - Stormwater Management (Inspecting and Maintaining Systems),Public Works Technician,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
Public Works Field Technician - Traffic Operations (Signal Maintenance),Public Works Technician,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
Entry-Level Public Works Technician - Parks and Recreation (Grounds Maintenance),Public Works Technician,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
Warehouse Picker and Packer - 2nd Shift (Immediate Start) - $16.50/hr,Picker and Packer,53-7064.00,"Packers and Packagers, Hand"
Order Picker/Packer - E-commerce Fulfillment Center (Day Shift),Picker and Packer,53-7064.00,"Packers and Packagers, Hand"
Picker/Packer - Food Manufacturing (Freezer Environment) - Temp-to-Hire,Picker and Packer,53-7064.00,"Packers and Packagers, Hand"
Picker and Packer - 3rd Shift (Overnight) - Distribution Center,Picker and Packer,53-7064.00,"Packers and Packagers, Hand"
General Warehouse - Picker and Packer (Multiple Shifts Available) - Weekly Pay,Picker and Packer,53-7064.00,"Packers and Packagers, Hand"
Automation Technician - Controls and Instrumentation (Oil and Gas Experience),Automation Technician,17-3024.01,Robotics Technicians
Senior Automation Technician - PLC Programming (Allen Bradley) - Manufacturing,Automation Technician,17-3024.01,Robotics Technicians
Automation and Robotics Technician - Maintenance and Repair (Day Shift),Automation Technician,17-3024.01,Robotics Technicians
Electrical/Automation Technician - Industrial Machinery (Troubleshooting),Automation Technician,17-3024.01,Robotics Technicians
Automation Technician - SCADA Systems (Water Treatment Plant) - Competitive Salary,Automation Technician,17-3024.01,Robotics Technicians
Court Constable - Part-Time (Evening Shift) - $25/hour,Court Constable,33-3011.00,Bailiffs
Deputy Court Constable - Security and Transport (Full-Time) - Government Agency,Court Constable,33-3011.00,Bailiffs
Court Constable (Bailiff) - Judicial Services (Law Enforcement Experience Preferred),Court Constable,33-3011.00,Bailiffs
Senior Court Constable - Team Leader (Security Operations) - Federal Court,Court Constable,33-3011.00,Bailiffs
Court Security Constable - Screening and Access Control (Airport Security Experience),Court Constable,33-3011.00,Bailiffs
Booking Agent - Live Music Events,Booker,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes"
Talent Booker - Comedy Club,Booker,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes"
"Booking Coordinator - Part-Time, Events Team",Booker,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes"
Senior Booker - TV and Film Productions,Booker,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes"
Box Office Booker - Theater and Performing Arts,Booker,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes"
Funeral Arranger / Director - Family Owned Business,Funeral Arranger,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers"
"Arranger, Funeral Services - Full-Time, Competitive Salary",Funeral Arranger,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers"
"Funeral Home Arranger - Part-Time, Flexible Hours",Funeral Arranger,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers"
Licensed Funeral Arranger - Opportunity for Advancement,Funeral Arranger,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers"
Funeral Arrangement Coordinator - Bereavement Services Team,Funeral Arranger,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers"
Environmental Education Coordinator - Outdoor Center,Environmental Educator,19-1031.03,Park Naturalists
"Educator, Environmental Science - Museum Setting",Environmental Educator,19-1031.03,Park Naturalists
"Environmental Educator - Seasonal, Park Ranger Team",Environmental Educator,19-1031.03,Park Naturalists
Conservation Education Specialist - Non-Profit Organization,Environmental Educator,19-1031.03,Park Naturalists
Environmental Education Program Manager - Community Outreach,Environmental Educator,19-1031.03,Park Naturalists
Instrumentation and Controls (I&C) Technician - Nuclear Power,Instrument and Control Technician (I and C Technician),49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
Senior I and C Technician - Oil Refinery Experience,Instrument and Control Technician (I and C Technician),49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
